id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
218,Licenciatura en Sistemas de Información,2010,2013,,"14,29",5,"5,10","7,40",35,2024,0,Femenino,Dos,N,N,Sin Dato,PARANA,Sin Dato,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1823,Análisis de Sistemas,2010,2022,,"13,40",3,"8,33","8,33",23,2024,0,Masculino,Dos,N,V,Casa / Departamento alquilado,ORO VERDE,CERRITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1907,Licenciatura en Sistemas de Información,2010,2023,,"11,43",4,"6,60","7,00",35,2024,0,Masculino,Dos,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
240,Licenciatura en Sistemas de Información,2010,2014,,"2,86",1,"3,20","6,00",35,2024,0,Masculino,Dos,V,V,Sin Dato,ORO VERDE,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Abastecedor de carne,N,N,N,N,N,N,N,N
1131,Análisis de Sistemas,2010,2018,,"17,39",4,"8,25","8,25",23,2023,2,Femenino,Dos,N,N,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,LIMPIEZA,N,N,N,N,N,N,N,N
1713,Análisis de Sistemas,2010,2022,,"13,40",3,"5,50","6,67",23,2023,0,Masculino,Dos,V,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Mantenimiento De Helicópteros,S,N,S,N,N,N,N,S
1683,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"3,71","7,00",35,2023,0,Masculino,Dos,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
470,Licenciatura en Sistemas de Información,2010,2015,,"17,14",6,"5,63","7,00",35,2022,0,Masculino,Dos,N,N,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Administrador Sistemas Dirección de Informática,N,N,N,N,N,N,N,N
1198,Licenciatura en Sistemas de Información,2010,2019,,"0,00",0,"0,00","0,00",35,2022,0,Masculino,Dos,V,D,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Administrativo,N,N,N,N,N,N,N,N
738,Licenciatura en Sistemas de Información,2010,2016,,"51,43",18,"7,25","8,00",35,2021,0,Masculino,Dos,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Sin relación,Mantenimiento de ascensores,N,N,N,N,N,N,N,N
605,Licenciatura en Sistemas de Información,2010,2015,,"20,00",7,"7,25","8,00",35,2021,0,Masculino,Dos,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
204,Licenciatura en Sistemas de Información,2010,2013,,"51,43",18,"7,47","7,78",35,2020,14,Masculino,Dos,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Ingeniero De Soporte Tecnico,N,N,N,N,S,N,N,N
176,Licenciatura en Sistemas de Información,2010,2013,,"8,57",3,"6,25","7,67",35,2020,0,Femenino,Dos,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,SE DESCONOCE,N,N,N,N,N,N,N,N
820,Análisis de Sistemas,2010,2017,,"0,00",0,"0,00","0,00",23,2020,0,Femenino,Dos,N,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Programador,N,N,N,N,N,N,N,N
678,Licenciatura en Sistemas de Información,2010,2016,,"2,86",1,"7,00","7,00",35,2019,0,Masculino,Dos,N,N,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,SOPORTE TÉCNICO EN LA GERENCIA DE T.I. Y COMUNICACIONES,N,N,N,N,N,N,N,N
106,Licenciatura en Sistemas de Información,2010,2013,,"8,57",3,"6,33","6,33",35,2018,0,Femenino,Dos,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
396,Licenciatura en Sistemas de Información,2010,2014,,"2,86",1,"7,00","7,00",35,2018,0,Masculino,Dos,N,V,Sin Dato,CRESPO,Sin Dato,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,comerciante,N,N,N,N,N,N,N,N
292,Análisis de Sistemas,2010,2014,,"0,00",0,"0,00","0,00",23,2018,0,Masculino,Dos,N,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,EMPLEADO,N,N,N,N,N,N,N,N
141,Análisis de Sistemas,2010,2013,,"8,70",2,"4,67","6,50",23,2017,0,Masculino,Dos,N,N,Casa / Departamento propio,ORO VERDE,ORO VERDE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Parcial,Sin Dato,S,S,N,N,S,S,S,N
189,Licenciatura en Sistemas de Información,2010,2013,,"2,86",1,"7,00","7,00",35,2017,0,Masculino,Dos,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,PROGRAMACION,N,N,N,N,N,N,N,N
192,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2017,0,Masculino,Dos,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Total,programacion y mantenimiento de redes,N,N,N,N,N,N,N,N
303,Análisis de Sistemas,2010,2014,,"95,65",22,"7,64","7,64",23,2024,7,Masculino,Más de dos,V,N,Sin Dato,PARANA,CRESPO,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Parcial,LIMPIEZA DE SUPERFICIES,N,N,N,N,N,N,N,N
259,Análisis de Sistemas,2010,2014,,"95,65",22,"8,39","8,39",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,GENERAL RAMIREZ,GENERAL RAMIREZ,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,Ayudante,N,N,N,N,N,N,N,N
151,Análisis de Sistemas,2010,2013,,"95,65",22,"7,40","8,00",23,2024,0,Masculino,Más de dos,N,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,"REPARACIÓN DE MOTORES ELÉCTRICO, CLASES PARTICULARES.",N,N,N,N,N,N,N,N
481,Análisis de Sistemas,2010,2015,,"95,65",22,"7,22","7,95",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
459,Análisis de Sistemas,2010,2015,,"95,65",22,"6,78","7,59",23,2024,0,Femenino,Más de dos,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,Cuidado de niños,N,N,N,N,N,N,N,N
279,Análisis de Sistemas,2010,2014,,"95,65",22,"7,03","7,38",23,2024,4,Masculino,Más de dos,V,D,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Sin Dato,Parcial,Tecnico instalador,N,N,N,N,N,N,N,N
239,Análisis de Sistemas,2010,2014,,"95,65",22,"6,45","7,61",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Total,Docente,N,N,N,N,N,N,N,N
294,Análisis de Sistemas,2010,2014,,"95,65",22,"6,55","7,40",23,2024,0,Masculino,Más de dos,D,D,Sin Dato,SAN BENITO,Sin Dato,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
386,Licenciatura en Sistemas de Información,2010,2014,,"91,43",32,"7,77","8,22",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Cuenta propia / Independiente,No trabajó y no buscó trabajo (no esta pensando en trabajar),"Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin Dato,Tapiceria,N,N,N,N,N,N,N,N
197,Licenciatura en Sistemas de Información,2010,2013,,"91,43",32,"7,54","7,97",35,2024,0,Femenino,Más de dos,D,D,Sin Dato,PARANA,Sin Dato,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,se desconoce,N,N,N,N,N,N,N,N
261,Análisis de Sistemas,2010,2014,,"91,30",21,"8,00","8,00",23,2024,3,Masculino,Más de dos,V,V,Sin Dato,PARANA,DIAMANTE,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
307,Análisis de Sistemas,2010,2014,,"91,30",21,"6,81","8,18",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PUIGGARI,Sin Dato,N,N,N,S,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,Enseño computación a personas de la tercera edad,N,N,N,N,N,N,N,N
242,Análisis de Sistemas,2010,2014,,"91,30",21,"7,50","7,95",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Sin relación,Cocinero,N,N,N,N,N,N,N,N
388,Licenciatura en Sistemas de Información,2010,2014,,"88,57",31,"8,33","8,33",35,2024,0,Masculino,Más de dos,V,N,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Parcial,INFORMATICA,N,N,N,N,N,N,N,N
461,Licenciatura en Sistemas de Información,2010,2015,,"82,86",29,"7,06","7,79",35,2024,0,Masculino,Más de dos,N,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,"Trabajos transitorios, changas",N,N,N,N,N,N,N,N
338,Análisis de Sistemas,2010,2014,,"82,61",19,"7,65","7,84",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
361,Licenciatura en Sistemas de Información,2010,2014,,"80,00",28,"8,79","8,93",35,2024,3,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
210,Licenciatura en Sistemas de Información,2010,2013,,"80,00",28,"7,55","7,85",35,2024,0,Masculino,Más de dos,D,D,Sin Dato,PARANA,Sin Dato,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
450,Análisis de Sistemas,2010,2015,,"78,26",18,"7,04","7,79",23,2024,2,Masculino,Más de dos,D,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Patrón (tiene empleados),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Docencia y Arquitectura de Software,N,N,N,N,N,N,N,N
162,Licenciatura en Sistemas de Información,2010,2013,,"77,14",27,"6,26","7,57",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
369,Licenciatura en Sistemas de Información,2010,2014,,"77,14",27,"6,58","7,37",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,SE DESCONOCE,N,N,N,N,N,N,N,N
1696,Licenciatura en Sistemas de Información,2010,2022,,"71,43",25,"9,06","9,06",35,2024,23,Femenino,Más de dos,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,N,N,N,N,S,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
172,Licenciatura en Sistemas de Información,2010,2013,,"71,43",25,"7,11","7,67",35,2024,0,Masculino,Más de dos,V,N,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,EMPLEADO,N,N,N,N,N,N,N,N
330,Análisis de Sistemas,2010,2014,,"69,57",16,"5,30","7,25",23,2024,0,Masculino,Más de dos,N,V,Sin Dato,ORO VERDE,Sin Dato,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
340,Licenciatura en Sistemas de Información,2010,2014,,"65,71",23,"8,09","8,09",35,2024,3,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,S,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,administrativo,N,N,N,N,N,N,N,N
"77,5",Análisis de Sistemas,2010,2016,,"65,22",15,"5,83","7,00",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Parcial,Operador De Procesos,N,N,N,N,N,N,N,S
658,Análisis de Sistemas,2010,2016,,"60,87",14,"5,33","7,64",23,2024,0,Masculino,Más de dos,D,D,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
266,Análisis de Sistemas,2010,2014,,"60,87",14,"4,66","7,20",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,ORO VERDE,VILLAGUAY,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
585,Licenciatura en Sistemas de Información,2010,2015,,"60,00",21,"7,09","7,29",35,2024,0,Masculino,Más de dos,N,V,Casa / Departamento alquilado,CONCORDIA,CONCORDIA,S,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,N,N,N,N
243,Licenciatura en Sistemas de Información,2010,2014,,"60,00",21,"7,48","7,95",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,ORO VERDE,LA PAZ,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
360,Licenciatura en Sistemas de Información,2010,2014,,"60,00",21,"6,10","7,43",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
892,Análisis de Sistemas,2010,2017,,"56,52",13,"6,87","7,54",23,2024,0,Femenino,Más de dos,D,D,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
272,Análisis de Sistemas,2010,2014,,"56,52",13,"6,58","7,54",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
933,Licenciatura en Sistemas de Información,2010,2017,,"48,57",17,"6,76","8,00",35,2024,0,Masculino,Más de dos,N,V,Sin Dato,PRESIDENTE AVELLANEDA,PRESIDENTE AVELLANEDA,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
365,Licenciatura en Sistemas de Información,2010,2014,,"48,57",17,"5,88","7,53",35,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,Sin Dato,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"7,51",Análisis de Sistemas,2010,2016,,"43,48",10,"8,30","8,30",23,2024,0,Masculino,Más de dos,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
403,Licenciatura en Sistemas de Información,2010,2014,,"42,86",15,"5,15","7,13",35,2024,0,Masculino,Más de dos,V,D,Sin Dato,PARANA,Sin Dato,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
265,Análisis de Sistemas,2010,2014,,"39,13",9,"6,25","7,44",23,2024,0,Masculino,Más de dos,D,V,Sin Dato,PARANA,DIAMANTE,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,SE DESCONOCE,N,N,N,N,N,N,N,N
424,Análisis de Sistemas,2010,2014,,"39,13",9,"7,56","7,56",23,2024,7,Masculino,Más de dos,V,V,Sin Dato,ORO VERDE,SAN JOSE DE FELICIANO,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
